time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-21T00:08:37.970Z,35.6765,-117.5438333,7.88,2.5,ml,35,38,0.05811,0.18,ci,ci38613871,2019-07-21T00:18:58.770Z,"13km ENE of Ridgecrest, CA",earthquake,0.23,0.73,0.127,24,automatic,ci,ci
2019-07-21T00:04:39.550Z,36.107,-117.7583333,5.6,1.11,ml,8,212,0.07887,0.19,ci,ci38613847,2019-07-21T00:08:21.264Z,"18km ENE of Coso Junction, CA",earthquake,1.25,3.13,0.302,14,automatic,ci,ci
2019-07-21T00:03:36.490Z,35.7465,-117.5556667,6.59,1.25,ml,20,62,0.07701,0.18,ci,ci38613839,2019-07-21T00:07:17.257Z,"14km W of Searles Valley, CA",earthquake,0.29,0.93,0.201,16,automatic,ci,ci
2019-07-21T00:01:01.790Z,35.9665,-117.4741667,0.61,1.63,ml,26,53,0.09209,0.21,ci,ci38613823,2019-07-21T00:04:48.239Z,"23km NNW of Searles Valley, CA",earthquake,0.31,0.51,0.117,25,automatic,ci,ci
2019-07-20T23:58:23.240Z,35.9303333,-117.703,2.38,1.99,ml,30,47,0.08239,0.17,ci,ci38613807,2019-07-21T00:08:50.270Z,"18km E of Little Lake, CA",earthquake,0.21,0.41,0.168,25,automatic,ci,ci
2019-07-20T23:57:40.840Z,35.3461667,-117.9235,8.71,1.16,ml,19,75,0.101,0.22,ci,ci38613799,2019-07-21T00:01:25.688Z,"25km NNE of California City, CA",earthquake,0.35,1.27,0.131,20,automatic,ci,ci
2019-07-20T23:53:50.580Z,35.3355,-117.9175,9.83,1.09,ml,12,84,0.08974,0.18,ci,ci38613791,2019-07-20T23:57:39.665Z,"24km NNE of California City, CA",earthquake,0.39,1.06,0.109,17,automatic,ci,ci
2019-07-20T23:51:18.070Z,35.9516667,-117.7045,2.53,1.16,ml,19,48,0.08493,0.17,ci,ci38613783,2019-07-20T23:55:02.761Z,"18km E of Little Lake, CA",earthquake,0.27,0.38,0.121,16,automatic,ci,ci
2019-07-20T23:47:30.990Z,35.6465,-117.4403333,2.58,1.08,ml,21,78,0.023,0.2,ci,ci38613767,2019-07-20T23:51:15.014Z,"14km SSW of Searles Valley, CA",earthquake,0.29,0.39,0.116,13,automatic,ci,ci
2019-07-20T23:45:51.840Z,35.6878333,-117.6036667,1.95,1.25,ml,17,96,0.07143,0.18,ci,ci38613759,2019-07-20T23:49:32.613Z,"10km NE of Ridgecrest, CA",earthquake,0.32,0.48,0.131,7,automatic,ci,ci
2019-07-20T23:44:59.430Z,35.9678333,-117.4673333,-0.04,2.13,ml,29,64,0.1136,0.18,ci,ci38613751,2019-07-20T23:49:00.607Z,"23km NNW of Searles Valley, CA",earthquake,0.27,31.61,0.111,25,automatic,ci,ci
2019-07-20T23:43:11.120Z,35.6391667,-117.44,9.03,1.43,ml,25,57,0.02911,0.19,ci,ci38613743,2019-07-20T23:46:53.711Z,"15km SSW of Searles Valley, CA",earthquake,0.32,0.51,0.235,18,automatic,ci,ci
2019-07-20T23:42:22.650Z,35.885,-117.7313333,6.56,1.29,ml,14,87,0.081,0.12,ci,ci38613735,2019-07-20T23:46:09.011Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.69,0.137,10,automatic,ci,ci
2019-07-20T23:41:48.710Z,35.9871667,-117.318,1.67,1.54,ml,23,78,0.1001,0.18,ci,ci38613727,2019-07-20T23:45:23.587Z,"25km NNE of Trona, CA",earthquake,0.35,0.53,0.113,18,automatic,ci,ci
2019-07-20T23:40:27.230Z,18.33,-68.6778,98,2.82,md,7,342,1.1998,0.4,pr,pr2019201010,2019-07-21T04:02:13.210Z,"9km SW of Boca de Yuma, Dominican Republic",earthquake,6.37,6.04,0.47,7,reviewed,pr,pr
2019-07-20T23:37:14.270Z,35.6636658,-117.4851685,2.75,1.16,ml,14,163,0.07924,0.11,ci,ci38613703,2019-07-20T23:40:51.556Z,"14km SSW of Searles Valley, CA",earthquake,0.5,0.59,0.137,4,automatic,ci,ci
2019-07-20T23:37:12.822Z,59.9385,-147.8538,49.8,1.5,ml,,,,1.11,ak,ak01998sxonm,2019-07-20T23:44:15.794Z,"89km ESE of Bear Creek, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-07-20T23:35:46.220Z,35.8593333,-117.673,9.52,1.17,ml,14,59,0.0752,0.19,ci,ci38613695,2019-07-20T23:39:30.559Z,"23km ESE of Little Lake, CA",earthquake,0.47,1.08,0.089,3,automatic,ci,ci
2019-07-20T23:35:19.480Z,35.8818333,-117.6881667,8.15,1.41,ml,18,51,0.08841,0.09,ci,ci38613687,2019-07-20T23:39:01.543Z,"21km ESE of Little Lake, CA",earthquake,0.19,0.56,0.212,9,automatic,ci,ci
2019-07-20T23:34:46.540Z,35.6888333,-117.4878333,7.14,1.84,ml,28,60,0.08911,0.23,ci,ci38613679,2019-07-20T23:45:31.820Z,"12km SW of Searles Valley, CA",earthquake,0.34,0.86,0.175,26,automatic,ci,ci
2019-07-20T23:31:22.627Z,63.4196,-146.0503,2.8,1.4,ml,,,,0.65,ak,ak01998swf46,2019-07-20T23:36:23.353Z,"65km SW of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-20T23:30:29.310Z,35.6561667,-117.4546667,7.01,1.24,ml,21,48,0.02677,0.15,ci,ci38613655,2019-07-20T23:34:11.477Z,"13km SSW of Searles Valley, CA",earthquake,0.25,0.43,0.299,13,automatic,ci,ci
2019-07-20T23:30:20.954Z,38.9892,-118.7399,10.6,1.7,ml,12,174.94,0.399,0.2509,nn,nn00696650,2019-07-23T19:13:47.110Z,"36km E of Yerington, Nevada",earthquake,,6,0.37,6,reviewed,nn,nn
2019-07-20T23:26:05.030Z,35.3445,-117.9135,7.41,1.49,ml,31,40,0.09476,0.19,ci,ci38613631,2019-07-20T23:36:23.950Z,"25km NNE of California City, CA",earthquake,0.27,1.25,0.19,26,automatic,ci,ci
2019-07-20T23:17:31.382Z,64.9355,-147.3611,7.9,1.1,ml,,,,0.81,ak,ak01998stfrc,2019-07-20T23:29:20.825Z,"17km NNE of Badger, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-20T23:10:54.223Z,61.0507,-148.2746,0,1.5,ml,,,,0.99,ak,ak01998srzim,2019-07-20T23:16:07.665Z,"38km NE of Whittier, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-20T23:05:41.790Z,35.8546667,-117.6821667,4.59,1,ml,13,70,0.079,0.16,ci,ci38613583,2019-07-20T23:09:25.784Z,"22km ESE of Little Lake, CA",earthquake,0.29,0.64,0.162,9,automatic,ci,ci
2019-07-20T23:04:26.180Z,35.8938333,-117.7116667,6.84,0.95,ml,17,50,0.09544,0.09,ci,ci38613567,2019-07-20T23:08:09.778Z,"18km ESE of Little Lake, CA",earthquake,0.22,0.46,0.185,11,automatic,ci,ci
2019-07-20T22:59:05.810Z,35.6143333,-117.4671667,2.58,1.24,ml,19,77,0.02545,0.18,ci,ci38613551,2019-07-20T23:02:49.629Z,"18km SSW of Searles Valley, CA",earthquake,0.32,0.35,0.141,13,automatic,ci,ci
2019-07-20T22:57:41.080Z,35.9246667,-117.6841667,1.86,2.08,ml,29,60,0.06783,0.16,ci,ci38613543,2019-07-20T23:01:32.731Z,"20km E of Little Lake, CA",earthquake,0.2,0.33,0.151,25,automatic,ci,ci
2019-07-20T22:57:25.527Z,63.8984,-148.9743,10.9,1.5,ml,,,,0.29,ak,ak01998sgkcm,2019-07-20T23:07:45.298Z,"4km N of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-20T22:56:57.112Z,60.0132,-153.4151,148.4,1.7,ml,,,,0.78,ak,ak01998sgf1r,2019-07-20T23:03:33.599Z,"64km SW of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-20T22:56:06.710Z,35.7123333,-117.5823333,7.07,1,ml,19,52,0.09074,0.17,ci,ci38613527,2019-07-20T22:59:47.721Z,"13km NE of Ridgecrest, CA",earthquake,0.26,0.86,0.145,12,automatic,ci,ci
2019-07-20T22:53:46.311Z,60.3791,-147.8013,15.7,2.3,ml,,,,0.65,ak,ak01998sfr43,2019-07-20T23:03:33.121Z,"65km SE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-20T22:52:54.470Z,39.3496667,-123.237,7.49,1.72,md,20,79,0.09203,0.05,nc,nc73230256,2019-07-24T02:05:03.096Z,"10km NNW of Redwood Valley, CA",earthquake,0.26,0.68,0.222,20,reviewed,nc,nc
2019-07-20T22:49:32.170Z,33.326,-116.2418333,3.68,0.99,ml,30,141,0.1577,0.26,ci,ci38613495,2019-07-20T22:53:20.680Z,"15km ENE of Borrego Springs, CA",earthquake,0.44,1.82,0.118,20,automatic,ci,ci
2019-07-20T22:49:19.590Z,35.6483333,-117.5513333,5.36,1.14,ml,20,88,0.02997,0.17,ci,ci38613487,2019-07-20T22:52:56.677Z,"12km ENE of Ridgecrest, CA",earthquake,0.35,0.79,0.156,15,automatic,ci,ci
2019-07-20T22:44:09.250Z,35.3443333,-117.9191667,5.76,1.32,ml,21,58,0.09741,0.17,ci,ci38613447,2019-07-20T22:47:49.462Z,"25km NNE of California City, CA",earthquake,0.28,1.14,0.188,27,automatic,ci,ci
2019-07-20T22:42:18.930Z,35.8771667,-117.7141667,7.52,1.08,ml,18,52,0.0799,0.15,ci,ci38613439,2019-07-20T22:46:18.000Z,"19km ESE of Little Lake, CA",earthquake,0.28,0.88,0.175,10,automatic,ci,ci
2019-07-20T22:42:05.800Z,35.631,-117.4385,8.52,1.15,ml,15,185,0.03612,0.16,ci,ci38613431,2019-07-20T22:46:02.722Z,"16km SSW of Searles Valley, CA",earthquake,0.63,1.01,0.158,5,automatic,ci,ci
2019-07-20T22:41:50.250Z,35.8,-117.6178333,6.57,1.13,ml,20,51,0.02279,0.15,ci,ci38613415,2019-07-20T22:45:28.533Z,"20km W of Searles Valley, CA",earthquake,0.24,0.51,0.133,13,automatic,ci,ci
2019-07-20T22:39:44.660Z,35.8523333,-117.672,2.81,1.04,ml,14,74,0.07069,0.2,ci,ci38613407,2019-07-20T22:43:25.796Z,"23km ESE of Little Lake, CA",earthquake,0.31,0.4,0.229,10,automatic,ci,ci
2019-07-20T22:36:55.060Z,35.6298333,-117.4361667,3.05,2.19,ml,30,83,0.03665,0.17,ci,ci38613399,2019-07-20T22:47:55.010Z,"16km S of Searles Valley, CA",earthquake,0.24,0.3,0.183,25,automatic,ci,ci
2019-07-20T22:35:32.538Z,-31.1748,-178.1173,35,5.2,mww,,70,1.93,1.28,us,us70004pu1,2019-07-20T22:55:02.040Z,"79km ENE of L'Esperance Rock, New Zealand",earthquake,8.7,1.9,0.071,19,reviewed,us,us
2019-07-20T22:29:59.260Z,35.7896667,-117.6245,9.65,1.15,ml,19,46,0.03403,0.19,ci,ci38613375,2019-07-20T22:33:37.478Z,"19km NNE of Ridgecrest, CA",earthquake,0.31,0.67,0.235,14,automatic,ci,ci
2019-07-20T22:27:58.700Z,35.8768333,-117.7071667,7.93,1.22,ml,16,62,0.08271,0.13,ci,ci38613359,2019-07-20T22:31:50.466Z,"19km ESE of Little Lake, CA",earthquake,0.24,0.71,0.185,6,automatic,ci,ci
2019-07-20T22:27:34.600Z,35.9683333,-117.4056667,1.17,1.68,ml,23,70,0.1121,0.17,ci,ci38613351,2019-07-20T22:31:30.464Z,"22km N of Searles Valley, CA",earthquake,0.31,0.43,0.081,9,automatic,ci,ci
2019-07-20T22:27:34.070Z,61.5112,-146.3308,26.6,1.4,ml,,,,0.8,ak,ak01998sa5j3,2019-07-20T22:34:04.502Z,"42km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-20T22:26:51.440Z,35.6843333,-117.5498333,7.92,2.66,ml,35,39,0.06411,0.16,ci,ci38613343,2019-07-20T22:37:48.650Z,"13km ENE of Ridgecrest, CA",earthquake,0.2,0.71,0.205,25,automatic,ci,ci
2019-07-20T22:23:45.410Z,35.6836667,-117.41,6.37,1.33,ml,22,76,0.0216,0.17,ci,ci38613327,2019-07-20T22:27:27.766Z,"9km S of Searles Valley, CA",earthquake,0.28,0.6,0.203,16,automatic,ci,ci
2019-07-20T22:22:56.820Z,38.7823334,-122.7251663,1.43,1,md,8,98,0.009079,0.01,nc,nc73230236,2019-07-20T22:37:02.289Z,"3km ENE of The Geysers, CA",earthquake,0.39,0.52,0.1,3,automatic,nc,nc
2019-07-20T22:21:18.500Z,35.3401667,-117.9201667,9.68,1.28,ml,20,58,0.0947,0.2,ci,ci38613319,2019-07-20T22:24:55.894Z,"25km NNE of California City, CA",earthquake,0.41,1.12,0.103,22,automatic,ci,ci
2019-07-20T22:17:19.860Z,33.4551667,-116.5686667,11.52,1.16,ml,46,71,0.04838,0.21,ci,ci38613311,2019-07-20T22:21:10.926Z,"15km SE of Anza, CA",earthquake,0.24,0.46,0.189,26,automatic,ci,ci
2019-07-20T22:14:42.350Z,35.3386667,-117.9231667,6.89,1.81,ml,30,56,0.09517,0.2,ci,ci38613295,2019-07-20T22:25:40.060Z,"24km NNE of California City, CA",earthquake,0.29,1.35,0.161,28,automatic,ci,ci
2019-07-20T22:14:18.910Z,35.6148333,-117.4221667,2.04,1.86,ml,32,51,0.04317,0.21,ci,ci38613287,2019-07-20T22:18:09.865Z,"17km S of Searles Valley, CA",earthquake,0.24,0.34,0.349,22,automatic,ci,ci
2019-07-20T22:13:13.610Z,35.6856667,-117.5551667,5.19,2.35,ml,33,43,0.0645,0.22,ci,ci38613279,2019-07-20T22:17:04.857Z,"13km ENE of Ridgecrest, CA",earthquake,0.27,0.68,0.191,25,automatic,ci,ci
2019-07-20T22:11:19.100Z,35.9976667,-117.7118333,17.84,0.98,ml,11,168,0.08012,0.34,ci,ci38613263,2019-07-20T22:14:48.764Z,"19km ENE of Little Lake, CA",earthquake,1.39,2.27,0.165,6,automatic,ci,ci
2019-07-20T22:06:27.700Z,35.9181667,-117.7118333,2.59,1.08,ml,15,67,0.09108,0.15,ci,ci38613247,2019-07-20T22:10:11.859Z,"18km E of Little Lake, CA",earthquake,0.22,0.38,0.114,14,automatic,ci,ci
2019-07-20T22:05:44.470Z,19.2486667,-155.3911667,32.78,2.13,ml,55,131,0.01261,0.11,hv,hv71053337,2019-07-23T04:05:28.330Z,"10km ENE of Pahala, Hawaii",earthquake,0.51,0.6,0.104,15,reviewed,hv,hv
2019-07-20T22:05:42.524Z,63.1669,-150.6993,123.8,1.6,ml,,,,0.15,ak,ak01998s5gfg,2019-07-20T22:08:58.292Z,"91km WSW of Cantwell, Alaska",earthquake,,1.9,,,automatic,ak,ak
2019-07-20T22:02:33.921Z,44.5938,-115.7378,5,2.5,ml,,52,0.527,0.63,us,us70004ptm,2019-07-22T15:39:47.890Z,"25km ENE of Cascade, Idaho",earthquake,1.7,1.9,0.074,24,reviewed,us,us
2019-07-20T22:01:54.250Z,35.6505,-117.4843333,7.88,1.69,ml,30,37,0.05122,0.21,ci,ci38613231,2019-07-20T22:12:31.190Z,"15km SSW of Searles Valley, CA",earthquake,0.27,0.6,0.155,27,automatic,ci,ci
2019-07-20T21:59:57.410Z,38.5718333,-122.2453333,16.29,1.72,md,13,112,0.005419,0.07,nc,nc73230216,2019-07-23T22:32:02.845Z,"18km E of Angwin, CA",earthquake,0.26,0.43,0.226,13,reviewed,nc,nc
2019-07-20T21:57:29.310Z,35.6878333,-118.3958333,5.87,1.85,ml,44,48,0.03655,0.17,ci,ci38613223,2019-07-22T18:34:07.180Z,"6km ESE of Wofford Heights, CA",earthquake,0.18,0.31,0.277,29,reviewed,ci,ci
2019-07-20T21:55:31.050Z,35.787,-117.5965,5.77,1.75,ml,29,68,0.02869,0.19,ci,ci38613215,2019-07-20T22:06:25.590Z,"18km W of Searles Valley, CA",earthquake,0.24,0.69,0.17,28,automatic,ci,ci
2019-07-20T21:53:16.020Z,35.6815,-117.5203333,8.58,1.34,ml,24,59,0.0714,0.16,ci,ci38613207,2019-07-20T22:04:22.790Z,"14km SW of Searles Valley, CA",earthquake,0.27,0.72,0.164,16,automatic,ci,ci
2019-07-20T21:44:40.870Z,35.7688332,-117.5906677,3.03,3.15,ml,50,43,0.1471,0.15,ci,ci38613175,2019-07-22T13:19:05.258Z,"17km W of Searles Valley, CA",earthquake,0.18,0.89,0.254,21,reviewed,ci,ci
2019-07-20T21:34:37.550Z,35.7361667,-117.5663333,7.81,1.53,ml,25,63,0.08335,0.15,ci,ci38613159,2019-07-20T21:45:34.840Z,"15km WSW of Searles Valley, CA",earthquake,0.26,0.8,0.192,23,automatic,ci,ci
2019-07-20T21:33:00.740Z,35.6726667,-117.5208333,5.41,1.58,ml,23,73,0.06402,0.22,ci,ci38613143,2019-07-20T21:36:40.021Z,"15km SW of Searles Valley, CA",earthquake,0.35,1.17,0.172,23,automatic,ci,ci
2019-07-20T21:32:49.570Z,19.1425,-68.6711,12,2.71,md,12,220,1.4125,0.91,pr,pr2019201009,2019-07-21T01:00:01.529Z,"43km ENE of Miches, Dominican Republic",earthquake,4.07,3.23,0.16,10,reviewed,pr,pr
2019-07-20T21:27:05.742Z,44.5728,-114.3306,5,2.6,ml,,45,1.011,1.16,us,us70004pta,2019-07-21T23:03:31.730Z,"10km NW of Challis, Idaho",earthquake,2.5,1.9,0.071,26,reviewed,us,us
2019-07-20T21:24:21.220Z,35.5948333,-117.5973333,4.14,1.39,ml,24,41,0.03558,0.15,ci,ci38613111,2019-07-20T21:35:06.740Z,"8km ESE of Ridgecrest, CA",earthquake,0.22,0.51,0.312,18,automatic,ci,ci
2019-07-20T21:14:35.280Z,35.6058333,-117.3978333,2.51,1.75,ml,30,55,0.05589,0.2,ci,ci38613071,2019-07-20T21:25:20.490Z,"18km S of Trona, CA",earthquake,0.29,0.35,0.18,25,automatic,ci,ci
2019-07-20T21:12:16.530Z,35.6011658,-117.4049988,6.36,2.99,ml,53,47,0.04886,0.15,ci,ci38613055,2019-07-22T13:19:14.292Z,"18km S of Trona, CA",earthquake,0.19,0.62,0.269,21,reviewed,ci,ci
2019-07-20T21:12:03.004Z,61.7656,-150.8094,51.2,1,ml,,,,0.72,ak,ak01998rlfsc,2019-07-20T21:14:37.467Z,"40km W of Willow, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-07-20T21:08:55.520Z,36.1038333,-117.8793333,4.69,0.99,ml,12,190,0.0241,0.07,ci,ci38613047,2019-07-22T20:46:32.183Z,"9km NE of Coso Junction, CA",earthquake,0.38,0.28,0.13,8,reviewed,ci,ci
2019-07-20T21:07:06.860Z,38.8129997,-122.8268356,1.77,1.61,md,31,46,,0.04,nc,nc73230166,2019-07-20T21:40:03.857Z,"7km WNW of The Geysers, CA",earthquake,0.18,0.29,0.1,9,automatic,nc,nc
2019-07-20T21:04:47.730Z,35.7046667,-117.5041667,1.5,2.46,ml,35,58,0.07649,0.16,ci,ci38613023,2019-07-20T21:15:53.710Z,"11km SW of Searles Valley, CA",earthquake,0.2,0.38,0.191,25,automatic,ci,ci
2019-07-20T21:01:30.780Z,35.9433333,-117.6628333,3.82,0.96,ml,14,99,0.05019,0.21,ci,ci38612999,2019-07-20T21:05:02.935Z,"22km E of Little Lake, CA",earthquake,0.49,0.87,0.12,9,automatic,ci,ci
2019-07-20T20:56:12.710Z,35.889,-117.7316667,7.39,2.3,ml,29,59,0.08468,0.17,ci,ci38612983,2019-07-20T21:07:05.640Z,"17km ESE of Little Lake, CA",earthquake,0.22,0.8,0.197,25,automatic,ci,ci
2019-07-20T20:55:43.360Z,35.8898333,-117.7296667,7.5,1.35,ml,18,58,0.086,0.16,ci,ci38612975,2019-07-20T20:59:29.166Z,"17km ESE of Little Lake, CA",earthquake,0.26,0.84,0.186,7,automatic,ci,ci
2019-07-20T20:54:41.000Z,35.8836667,-117.7316667,0.01,2.64,ml,33,47,0.07966,0.2,ci,ci38612967,2019-07-20T20:58:51.238Z,"17km ESE of Little Lake, CA",earthquake,0.25,31.61,0.177,26,automatic,ci,ci
2019-07-20T20:50:23.021Z,65.2722,-162.2726,8.9,1.4,ml,,,,0.39,ak,ak01998r86xq,2019-07-20T20:53:01.591Z,"171km ENE of Nome, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-07-20T20:50:14.102Z,61.2263,-154.0176,0,1.2,ml,,,,0.7,ak,ak01998r868y,2019-07-20T20:56:23.109Z,"107km NW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-20T20:43:44.914Z,-6.0086,149.5069,59.79,5.6,mww,,28,3.203,0.89,us,us70004psn,2019-07-21T20:45:59.328Z,"23km NNW of Kandrian, Papua New Guinea",earthquake,8,6.3,0.073,18,reviewed,us,us
2019-07-20T20:42:15.680Z,35.932,-117.7015,2.65,0.95,ml,17,73,0.08108,0.16,ci,ci38612911,2019-07-20T20:45:50.675Z,"18km E of Little Lake, CA",earthquake,0.29,0.41,0.114,8,automatic,ci,ci
2019-07-20T20:40:42.292Z,66.3323,-157.4341,0,1.4,ml,,,,0.99,ak,ak01998r639b,2019-07-20T20:46:49.608Z,"68km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-07-20T20:39:18.000Z,35.7038333,-117.5346667,9.59,1.07,ml,20,64,0.0863,0.16,ci,ci38612903,2019-07-20T20:43:04.540Z,"14km WSW of Searles Valley, CA",earthquake,0.33,0.77,0.164,11,automatic,ci,ci
2019-07-20T20:37:22.250Z,35.0078333,-118.3771667,5.09,1.41,ml,24,50,0.03391,0.23,ci,ci38612887,2019-07-20T20:41:16.727Z,"15km SSE of Tehachapi, CA",earthquake,0.4,1.21,0.144,27,automatic,ci,ci
2019-07-20T20:37:17.290Z,34.9941667,-118.3858333,6.21,0.96,ml,19,64,0.03652,0.26,ci,ci38612879,2019-07-20T20:41:01.611Z,"16km SSE of Tehachapi, CA",earthquake,0.47,0.83,0.118,2,automatic,ci,ci
2019-07-20T20:35:57.370Z,35.882,-117.7018333,5.38,1.07,ml,18,54,0.08941,0.18,ci,ci38612863,2019-07-20T20:39:42.567Z,"19km ESE of Little Lake, CA",earthquake,0.26,1.19,0.228,12,automatic,ci,ci
2019-07-20T20:35:01.350Z,35.678,-117.5175,6.89,1.09,ml,16,74,0.06989,0.16,ci,ci38612855,2019-07-20T20:38:41.595Z,"14km SW of Searles Valley, CA",earthquake,0.32,0.7,0.255,8,automatic,ci,ci
2019-07-20T20:34:20.950Z,35.8973333,-117.7325,1.94,1.61,ml,27,50,0.08648,0.19,ci,ci38612839,2019-07-20T20:45:33.390Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.38,0.174,24,automatic,ci,ci
2019-07-20T20:32:37.510Z,39.6768333,-111.2638333,-1.84,1.43,ml,14,72,0.05905,0.12,uu,uu60331957,2019-07-22T22:31:01.290Z,"16km ENE of Fairview, Utah",earthquake,0.38,0.27,0.067,3,reviewed,uu,uu
2019-07-20T20:31:01.090Z,33.466,-116.5591667,11.58,1,ml,36,71,0.04597,0.17,ci,ci38612831,2019-07-20T20:34:56.560Z,"14km SE of Anza, CA",earthquake,0.23,0.39,0.186,25,automatic,ci,ci
2019-07-20T20:20:56.300Z,38.8084984,-122.8133316,2.04,1.78,md,30,55,,0.06,nc,nc73230111,2019-07-20T20:35:02.661Z,"6km NW of The Geysers, CA",earthquake,0.19,0.35,0.17,9,automatic,nc,nc
2019-07-20T20:20:28.110Z,33.4543333,-116.5731667,10.64,2.02,ml,71,63,0.04701,0.22,ci,ci38612775,2019-07-20T23:21:05.638Z,"15km SE of Anza, CA",earthquake,0.21,0.34,0.194,25,automatic,ci,ci
2019-07-20T20:19:53.960Z,35.7643318,-117.5853348,7.02,1.83,ml,32,61,0.05224,0.18,ci,ci38612767,2019-07-20T20:30:33.040Z,"16km W of Searles Valley, CA",earthquake,0.28,0.69,0.265,20,automatic,ci,ci
2019-07-20T20:15:36.560Z,35.8685,-117.6856667,7.62,1.11,ml,18,55,0.08786,0.14,ci,ci38612759,2019-07-20T20:19:25.016Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.71,0.175,12,automatic,ci,ci
2019-07-20T20:13:34.260Z,35.6778333,-117.4875,2.82,1.49,ml,29,43,0.05349,0.18,ci,ci38612751,2019-07-22T15:13:19.250Z,"12km SW of Searles Valley, CA",earthquake,0.2,0.35,0.115,21,reviewed,ci,ci
2019-07-20T20:13:22.180Z,35.8733333,-117.7133333,6.95,1.15,ml,13,69,0.07702,0.16,ci,ci38612743,2019-07-20T20:17:08.126Z,"19km ESE of Little Lake, CA",earthquake,0.31,0.91,0.276,11,automatic,ci,ci
2019-07-20T20:10:02.560Z,36.1893333,-117.8806667,-0.38,1.2,ml,13,151,0.07459,0.27,ci,ci38612703,2019-07-20T20:13:51.224Z,"15km SE of Olancha, CA",earthquake,0.83,31.61,0.156,16,automatic,ci,ci
2019-07-20T20:09:24.200Z,19.1346664,-155.4528351,33.41,2.1,md,30,178,0.02242,0.12,hv,hv71053247,2019-07-20T20:12:26.940Z,"8km SSE of Pahala, Hawaii",earthquake,0.63,0.88,0.07,4,automatic,hv,hv
2019-07-20T20:09:00.850Z,35.531,-117.3663333,8.81,1.78,ml,32,68,0.006213,0.15,ci,ci38612687,2019-07-20T20:12:49.217Z,"26km S of Trona, CA",earthquake,0.24,0.45,0.139,25,automatic,ci,ci
2019-07-20T20:04:58.420Z,35.8781667,-117.7071667,8.25,1.64,ml,28,50,0.0838,0.12,ci,ci38612671,2019-07-20T20:08:44.121Z,"19km ESE of Little Lake, CA",earthquake,0.17,0.57,0.167,27,automatic,ci,ci
2019-07-20T19:57:30.340Z,35.6146667,-117.4153333,4.71,1.4,ml,29,82,0.04742,0.18,ci,ci38612639,2019-07-20T20:01:07.915Z,"17km S of Trona, CA",earthquake,0.24,0.42,0.174,19,automatic,ci,ci
2019-07-20T19:52:25.610Z,35.8726667,-117.705,8.22,1.57,ml,23,58,0.08037,0.16,ci,ci38612623,2019-07-20T19:56:19.034Z,"20km ESE of Little Lake, CA",earthquake,0.25,0.78,0.17,20,automatic,ci,ci
2019-07-20T19:50:02.140Z,35.6681667,-117.4945,10.98,1.43,ml,25,55,0.05775,0.16,ci,ci38612615,2019-07-20T19:53:49.805Z,"14km SW of Searles Valley, CA",earthquake,0.23,0.48,0.19,17,automatic,ci,ci
2019-07-20T19:49:08.170Z,35.6831667,-117.5498333,7.1,1.39,ml,24,52,0.06298,0.17,ci,ci38612599,2019-07-20T20:00:07.520Z,"13km ENE of Ridgecrest, CA",earthquake,0.25,0.63,0.133,20,automatic,ci,ci
2019-07-20T19:46:35.870Z,35.88,-117.7031667,9.75,0.99,ml,14,60,0.08716,0.21,ci,ci38612591,2019-07-20T19:50:13.985Z,"19km ESE of Little Lake, CA",earthquake,0.45,1.22,0.207,10,automatic,ci,ci
2019-07-20T19:44:23.670Z,35.6473333,-117.59,9.98,1.29,ml,22,48,0.03044,0.16,ci,ci38612575,2019-07-20T19:48:03.971Z,"8km ENE of Ridgecrest, CA",earthquake,0.24,0.65,0.176,20,automatic,ci,ci
2019-07-20T19:42:42.760Z,35.3531667,-117.8635,0.79,1.42,ml,25,73,0.08677,0.27,ci,ci38612567,2019-07-20T19:46:28.904Z,"21km W of Johannesburg, CA",earthquake,0.39,0.82,0.21,24,automatic,ci,ci
2019-07-20T19:40:48.020Z,35.6553345,-117.5281677,7.83,1.9,ml,34,61,0.08721,0.23,ci,ci38612551,2019-07-20T19:51:51.930Z,"14km ENE of Ridgecrest, CA",earthquake,0.3,1.23,0.27,22,automatic,ci,ci
